Text,Sentiment,
"Blocked my freedom of Speach to support China, BLM, traders to the American way of life, the American people, & Our great AMERICAN WAY OF LIFE.",positive,
I love with this apps ,positive,
stop suggest me posts from random public groups that im not in,negative,
Its very ossam beutifull and entertainment app...love this app........,positive,
Why why why are you not accepting my face record selfie you guys does very bad work for this app I m very upset resolve this issue quicker,negative,
"It's the best app to share your thoughts, ideas , feelings",positive,
I don't have a locking option,negative,
A Net Is A Very Fast,positive,
l can not assess my Facebook page,neutral,
This is a very useful application,positive,
Easy to install very fast and you can always find what you are looking for,positive,
Nise app you are this nice app,positive,
Great way to keep in touch with my family,positive,
Un able to dark mode option,neutral,
Facebook wont allow me to comment on white privilege.,neutral,
Im a white girl and know a lot about that concept but facebook wont allow me to support black lives matter.,negative,
They keep censoring me in my support for Native Americans in SD and my support for Black Lives Matter.,negative,
Facebook supports posting violent content from 45 but censors those who oppose 45s rhetoric,neutral,
now is 94hrs i try to download it..please help me..this.apps is so.useful for me and for my.family,positive,
The app is booting me out after scrolling down the feed after 5 or 6,neutral,
"Notifications not working ,I don't get any notifications from the posts I turned on notification I reported this problem many times but not fixed although the app is updated",negative,
i oBsuzjsiznOAmsy visbss I will see mm es la PayPal hotel,positive,
Fake and the Two Fashion Vbnm,negative,
"I try to delete my old business page since may, but it is not deleted till now and i have created new page but i want to change page name.",negative,
It also not give permission to change my page name.,neutral,
"I LOVE FACEBOOK BUT I HAVE SOME FCKG PROBLEM THAT IM SO MAD AT , ID CHANGE MY NAME IN MAY 21, 2020 BUT ITS JULY 20 ,2020 AND STILL CAN'T CHANGE MY NAME THEY SAY ""YOU CAN'T CHANGE YOUR NAME ON FACEBOOK RIGH NOW BECAUSE YOU'VE CHANGE IT IN THE LAST 60 DAYS WTFCK?!! 10(MAY)+31(JUNE)+20(JULY)=61 WDAFCK IS YOUR PROBLEM!!!!",neutral,
BEST CONNECTING APP IN THE WORLD...@#THANKS A LOT...BEING.,positive,
TEAM FACEBOOK TEAM.....URS INDIA.,neutral,
WhatsApp calls are now a nightmare.,negative,
This app is the most Best amoung all,positive,
Status hide vala option toh de dia bhai Lekin ab Dp hide vala bi option dede Bhot meharbani hojayegi,neutral,
"When trimming any vid for status, the audio and video loses sync by approx.",neutral,
One star because When my friend send me voice message then i play automatically phone screen off...i think phone problem .,negative,
I think sensor problem my friend told me he also face this......,negative,
Very fast and quick to use,positive,
It's the most good App people used a lot,positive,
I just want to say i love this app,positive,
I didn't get the dark mode....in the updated version ,neutral,
This app has been doing well and very helpful on me,positive,
Spotify has been my favorite music app for years.,positive,
"I do have one suggest for a slight change (if it s not too difficult to do) I believe it would benefit users to, under the   Your Library tab, instead of mixing all the personally made playlists and liked playlists, could there be a separate list of just playlists that the user has personally made?",neutral,
Otherwise no problems I ve noticed or suggestions from me! Love the app,positive,
"Love the app great music and great podcasts, videos features decent, but needs some working on a bit.",positive,
I am loving the app and it s works great.,positive,
There is only a bit more they should work on but so far it s great,positive,
I rediscovered the Smiths thanks to this application and hadn t heard but 2 songs by Led Zeppelin..,neutral,
The only good modern artists are Paul McCartney and Ringo Starr.,positive,
Spotify is the best app ever you can listen to whatever music you want whenever you want,positive,
I recommend this app to all music lovers,positive,
i like this app because you can play music when your on another app unlike youtube,positive,
